submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
07/29/2020,CA,475305,475305,0,8755,0,8516,8516,0,80,0,07/31/2020 12:00:00 AM,Agree,Agree
08/05/2021,IL,1433313,1433313,0,3048,0,25974,23490,2484,14,0,08/06/2021 02:53:58 PM,Agree,Agree
03/18/2022,CA,9045132,8450009,595123,4541,0,87194,,,149,0,03/19/2022 01:30:21 PM,Agree,Not agree
07/16/2021,CA,3904150,3748365,155785,4651,0,63598,63598,0,65,0,07/18/2021 12:00:00 AM,Agree,Agree
01/06/2021,IL,999288,999288,0,7569,0,18735,17096,1639,173,36,01/07/2021 02:56:59 PM,Agree,Agree
05/17/2022,IL,3231524,3231524,0,5327,0,38028,33724,4304,15,1,05/18/2022 01:45:25 PM,Agree,Agree
08/17/2020,WA,67762,,,364,6,1785,,,4,0,08/17/2020 12:00:00 AM,N/A,N/A
09/29/2020,CA,807425,807425,0,2162,0,15462,15462,0,11,0,10/01/2020 12:00:00 AM,Agree,Agree
08/11/2020,IL,198248,196948,1300,1549,0,7866,7657,209,20,0,08/12/2020 01:50:14 PM,Agree,Agree
05/03/2021,CA,3643992,3643992,0,1512,0,60763,60763,0,15,0,05/05/2021 12:00:00 AM,Agree,Agree
09/18/2021,WA,624271,,,3561,493,7224,,,23,0,09/18/2021 12:00:00 AM,N/A,N/A
05/06/2022,CA,9274208,8654420,619788,27178,4421,89851,,,157,0,05/07/2022 01:19:57 PM,Agree,Not agree
07/09/2022,WA,1686559,,,3068,417,13344,,,0,0,07/09/2022 12:00:00 AM,N/A,N/A
05/10/2020,WA,17011,,,238,0,931,,,10,0,05/10/2020 12:00:00 AM,N/A,N/A
03/04/2020,IL,4,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/27/2021,WA,432360,,,1216,112,5754,,,13,0,05/27/2021 12:00:00 AM,N/A,N/A
10/20/2021,IL,1675793,1675793,0,2447,0,28344,25527,2817,52,16,10/21/2021 01:44:20 PM,Agree,Agree
06/30/2022,CA,10076018,9378193,697825,0,0,91516,,,0,0,07/01/2022 01:36:08 PM,Agree,Not agree
02/08/2022,WA,1357996,,,4098,1295,11099,,,0,0,02/08/2022 12:00:00 AM,N/A,N/A
09/12/2021,WA,604096,,,2920,292,6960,,,21,0,09/12/2021 12:00:00 AM,N/A,N/A
05/31/2021,CA,3685032,3685032,0,644,0,62011,62011,0,5,0,06/02/2021 12:00:00 AM,Agree,Agree
04/18/2022,IL,3100240,3100240,0,5755,0,37823,33517,4306,8,1,04/19/2022 01:21:35 PM,Agree,Agree
05/05/2021,IL,1346398,1346398,0,2410,0,24443,22096,2347,33,3,05/06/2021 02:14:04 PM,Agree,Agree
08/26/2020,WA,72450,,,457,5,1880,,,4,0,08/26/2020 12:00:00 AM,N/A,N/A
01/05/2022,IL,2295445,2295445,0,32279,0,31416,28156,3260,104,25,01/06/2022 02:32:45 PM,Agree,Agree
01/12/2022,CA,6502320,6188867,313453,102310,0,76683,,,119,0,01/13/2022 02:34:51 PM,Agree,Not agree
02/05/2020,WA,1,,,0,0,0,,,0,0,02/05/2020 12:00:00 AM,N/A,N/A
12/25/2021,WA,825037,,,6141,292,9784,,,0,0,12/25/2021 12:00:00 AM,N/A,N/A
01/15/2021,IL,1059324,1059324,0,6642,0,19873,18049,1824,149,28,01/16/2021 02:46:10 PM,Agree,Agree
03/17/2020,IL,160,,,55,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
02/23/2022,IL,3022684,3022684,0,2733,0,36614,32517,4097,98,12,02/24/2022 02:32:28 PM,Agree,Agree
08/03/2020,WA,58697,,,571,0,1600,,,4,0,08/03/2020 12:00:00 AM,N/A,N/A
03/28/2021,IL,1237828,1237828,0,2250,0,23521,21251,2270,23,0,03/29/2021 01:48:56 PM,Agree,Agree
05/28/2022,IL,3286377,3286377,0,0,0,38127,33806,4321,0,0,05/30/2022 12:41:08 PM,Agree,Agree
12/07/2020,CA,1366435,1366435,0,24735,0,20028,20028,0,98,0,12/09/2020 12:00:00 AM,Agree,Agree
11/20/2020,IL,634395,634395,0,13012,0,11795,11304,491,147,21,11/21/2020 02:59:41 PM,Agree,Agree
08/01/2021,WA,474296,,,655,178,6124,,,1,0,08/01/2021 12:00:00 AM,N/A,N/A
11/13/2020,WA,127842,,,2060,154,2519,,,12,0,11/13/2020 12:00:00 AM,N/A,N/A
04/07/2020,IL,13549,,,1287,,380,,,73,,04/07/2020 04:22:39 PM,Agree,Agree
06/10/2021,IL,1386628,1386628,0,366,0,25430,23014,2416,17,0,06/11/2021 02:20:54 PM,Agree,Agree
07/07/2022,IL,3457545,3457545,0,5796,0,38641,34183,4458,8,2,07/08/2022 01:25:51 PM,Agree,Agree
06/23/2021,IL,1389892,1389892,0,258,0,25608,23173,2435,8,0,06/24/2021 03:16:23 PM,Agree,Agree
06/30/2020,WA,32718,,,702,0,1332,,,12,0,06/30/2020 12:00:00 AM,N/A,N/A
07/13/2020,CA,329162,329162,0,8358,0,7014,7014,0,25,0,07/15/2020 12:00:00 AM,Agree,Agree
11/14/2021,WA,753162,,,1346,168,8934,,,0,0,11/14/2021 12:00:00 AM,N/A,N/A
11/17/2020,WA,136914,,,2148,82,2571,,,23,0,11/17/2020 12:00:00 AM,N/A,N/A
09/28/2021,IL,1621175,1621175,0,2375,0,27568,24892,2676,39,7,09/29/2021 03:04:06 PM,Agree,Agree
10/24/2020,CA,892810,892810,0,5945,0,17231,17231,0,46,0,10/26/2020 12:00:00 AM,Agree,Agree
08/25/2021,WA,541992,,,3007,772,6448,,,31,0,08/25/2021 12:00:00 AM,N/A,N/A
07/18/2022,WA,1708957,,,1748,93,13463,,,29,0,07/18/2022 12:00:00 AM,N/A,N/A
07/24/2020,IL,169699,168457,1242,1599,67,7577,7385,192,17,-1,07/25/2020 05:40:06 PM,Agree,Agree
08/28/2021,IL,1511360,1511360,0,3355,0,26436,23901,2535,16,4,08/30/2021 12:49:04 PM,Agree,Agree
05/08/2021,WA,412787,,,1401,190,5564,,,0,0,05/08/2021 12:00:00 AM,N/A,N/A
08/20/2021,WA,527396,,,3824,569,6356,,,26,0,08/20/2021 12:00:00 AM,N/A,N/A
05/30/2021,WA,435141,,,840,109,5765,,,0,0,05/30/2021 12:00:00 AM,N/A,N/A
10/29/2021,CA,4892387,4647587,244800,7098,0,71519,,,111,0,10/31/2021 12:00:00 AM,Agree,Not agree
03/19/2021,IL,1218470,1218470,0,2380,0,23304,21034,2270,17,5,03/20/2021 02:03:21 PM,Agree,Agree
06/22/2022,IL,3398128,3398128,0,4609,0,38463,34038,4425,41,8,06/23/2022 01:25:04 PM,Agree,Agree
05/11/2021,IL,1357953,1357953,0,1562,0,24617,22261,2356,27,1,05/12/2021 02:33:56 PM,Agree,Agree
06/03/2020,WA,22453,,,262,0,1135,,,6,0,06/03/2020 12:00:00 AM,N/A,N/A
05/29/2022,CA,9543015,8896174,646841,0,0,90612,,,0,0,05/30/2022 01:20:19 PM,Agree,Not agree
06/07/2022,WA,1601106,,,2300,566,13005,,,19,0,06/07/2022 12:00:00 AM,N/A,N/A
08/18/2021,IL,1474285,1474285,0,3833,0,26182,23685,2497,38,-7,08/19/2021 03:10:12 PM,Agree,Agree
09/05/2021,IL,1544348,1544348,0,3012,0,26654,24099,2555,20,4,09/06/2021 02:27:21 PM,Agree,Agree
11/28/2021,WA,771982,,,677,62,9208,,,0,0,11/28/2021 12:00:00 AM,N/A,N/A
11/28/2021,CA,5053778,4797647,256131,4195,0,73365,,,0,0,11/29/2021 02:21:14 PM,Agree,Not agree
06/10/2022,IL,3352983,3352983,0,6147,0,38311,33926,4385,13,1,06/11/2022 01:22:12 PM,Agree,Agree
12/11/2020,WA,200347,,,2914,185,2879,,,29,0,12/11/2020 12:00:00 AM,N/A,N/A
07/16/2022,WA,1705162,,,3412,361,13434,,,0,0,07/16/2022 12:00:00 AM,N/A,N/A
06/05/2021,WA,439033,,,681,107,5836,,,0,0,06/05/2021 12:00:00 AM,N/A,N/A
12/29/2021,WA,841943,,,4774,900,9839,,,17,0,12/29/2021 12:00:00 AM,N/A,N/A
09/02/2020,WA,75764,,,376,57,1935,,,4,0,09/02/2020 12:00:00 AM,N/A,N/A
03/06/2022,CA,8987031,8399677,587354,0,0,85353,,,0,0,03/07/2022 03:00:11 PM,Agree,Not agree
02/15/2020,CA,8,8,0,0,0,0,0,0,0,0,02/17/2020 12:00:00 AM,Agree,Agree
12/22/2021,IL,2002360,2002360,0,16581,0,30482,27357,3125,81,15,12/23/2021 02:39:18 PM,Agree,Agree
03/07/2021,CA,3501394,3501394,0,3816,0,53722,53722,0,258,0,03/09/2021 12:00:00 AM,Agree,Agree
06/19/2022,CA,9881072,9199942,681130,0,0,91240,,,0,0,06/20/2022 12:58:38 PM,Agree,Not agree
02/19/2021,CA,3428518,3428518,0,6798,0,47973,47973,0,436,0,02/21/2021 12:00:00 AM,Agree,Agree
02/09/2022,IL,2982083,2982083,0,4742,0,35600,31679,3921,124,15,02/10/2022 02:57:07 PM,Agree,Agree
03/01/2021,WA,339952,,,475,40,4969,,,13,0,03/01/2021 12:00:00 AM,N/A,N/A
03/12/2022,WA,1439317,,,1508,531,12183,,,0,0,03/12/2022 12:00:00 AM,N/A,N/A
12/08/2021,CA,5118139,4856101,262038,4672,0,74351,,,130,0,12/09/2021 02:45:23 PM,Agree,Not agree
10/02/2020,CA,817277,817277,0,3590,0,15918,15918,0,161,0,10/04/2020 12:00:00 AM,Agree,Agree
09/23/2021,WA,637670,,,4169,896,7434,,,61,0,09/23/2021 12:00:00 AM,N/A,N/A
12/10/2020,CA,1450235,1450235,0,29677,0,20458,20458,0,203,0,12/12/2020 12:00:00 AM,Agree,Agree
07/13/2021,IL,1397667,1397667,0,578,0,25793,23336,2457,12,0,07/14/2021 02:14:34 PM,Agree,Agree
12/04/2020,WA,178315,,,1767,77,2925,,,25,0,12/04/2020 12:00:00 AM,N/A,N/A
12/22/2020,WA,227278,,,2044,39,3131,,,25,0,12/22/2020 12:00:00 AM,N/A,N/A
02/09/2021,IL,1150170,1150170,0,2082,0,21802,19686,2116,23,5,02/10/2021 02:52:16 PM,Agree,Agree
04/01/2020,CA,8155,8155,0,1223,0,171,171,0,21,0,04/03/2020 12:00:00 AM,Agree,Agree
06/04/2022,WA,1594497,,,3837,500,12968,,,0,0,06/04/2022 12:00:00 AM,N/A,N/A
07/08/2022,CA,10266226,9540194,726032,53735,13917,91930,,,135,0,07/09/2022 01:19:19 PM,Agree,Not agree
03/07/2020,CA,88,88,0,19,0,1,1,0,0,0,03/09/2020 12:00:00 AM,Agree,Agree
12/30/2021,WA,848807,,,6864,550,9853,,,14,0,12/30/2021 12:00:00 AM,N/A,N/A
05/17/2022,CA,9385311,8757871,627440,50544,0,90219,,,102,0,05/18/2022 01:45:25 PM,Agree,Not agree
10/06/2020,WA,92052,,,470,21,2165,,,7,0,10/06/2020 12:00:00 AM,N/A,N/A
06/14/2021,IL,1387760,1387760,0,165,0,25490,23070,2420,9,0,06/15/2021 02:44:13 PM,Agree,Agree
09/29/2020,IL,293490,291001,2489,1362,0,8881,8637,244,23,0,09/30/2020 02:17:41 PM,Agree,Agree
02/16/2021,IL,1164922,1164922,0,1348,0,22199,20034,2165,33,1,02/17/2021 02:51:58 PM,Agree,Agree
05/06/2020,WA,15974,,,277,0,870,,,8,0,05/06/2020 12:00:00 AM,N/A,N/A
08/16/2021,IL,1466813,1466813,0,3042,0,26123,23624,2499,11,1,08/17/2021 02:24:04 PM,Agree,Agree
06/28/2022,CA,10076018,9378193,697825,65339,0,91516,,,96,0,06/29/2022 01:17:31 PM,Agree,Not agree
01/02/2022,IL,2181009,2181009,0,0,0,31017,27821,3196,0,0,01/03/2022 03:18:16 PM,Agree,Agree
04/16/2022,IL,3094485,3094485,0,0,0,37815,33510,4305,0,0,04/18/2022 01:38:16 PM,Agree,Agree
03/06/2021,CA,3497578,3497578,0,4452,0,53464,53464,0,270,0,03/08/2021 12:00:00 AM,Agree,Agree
10/24/2021,IL,1680908,1680908,0,0,0,28414,25590,2824,0,0,10/25/2021 05:00:46 PM,Agree,Agree
06/06/2022,WA,1598806,,,1915,145,12986,,,18,0,06/06/2022 12:00:00 AM,N/A,N/A
01/04/2021,CA,2409703,2409703,0,18442,0,26480,26480,0,-14,0,01/06/2021 12:00:00 AM,Agree,Agree
02/02/2022,IL,2939099,2939099,0,9463,0,34966,31123,3843,113,26,02/03/2022 03:01:36 PM,Agree,Agree
03/02/2021,WA,340323,,,371,113,4988,,,19,0,03/02/2021 12:00:00 AM,N/A,N/A
06/06/2020,IL,126890,126890,0,975,0,5864,5864,0,69,0,06/07/2020 02:23:35 PM,Agree,Agree
02/14/2020,WA,1,,,0,0,0,,,0,0,02/14/2020 12:00:00 AM,N/A,N/A
06/16/2020,WA,26480,,,393,0,1231,,,10,0,06/16/2020 12:00:00 AM,N/A,N/A
04/18/2020,IL,29160,,,1585,,1259,,,125,,04/18/2020 04:22:39 PM,Agree,Agree
07/04/2022,IL,3435405,3435405,0,0,0,38601,34150,4451,0,0,07/05/2022 01:15:37 PM,Agree,Agree
02/21/2020,WA,1,,,0,0,0,,,0,0,02/21/2020 12:00:00 AM,N/A,N/A
03/07/2020,IL,6,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/18/2020,WA,138620,,,1706,171,2592,,,21,0,11/18/2020 12:00:00 AM,N/A,N/A
03/18/2022,WA,1445121,,,1154,325,12333,,,32,0,03/18/2022 12:00:00 AM,N/A,N/A
01/21/2021,IL,1086333,1086333,0,4979,0,20423,18520,1903,138,16,01/22/2021 02:51:49 PM,Agree,Agree
03/09/2020,IL,11,,,4,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/02/2021,IL,1251346,1251346,0,3235,0,23626,21349,2277,25,2,04/03/2021 01:51:09 PM,Agree,Agree
02/27/2022,IL,3026737,3026737,0,0,0,36792,32654,4138,0,0,02/28/2022 02:56:19 PM,Agree,Agree
06/28/2020,CA,210412,210412,0,3979,0,5811,5811,0,25,0,06/30/2020 12:00:00 AM,Agree,Agree
12/31/2020,CA,2231552,2231552,0,13410,0,25374,25374,0,636,0,01/02/2021 12:00:00 AM,Agree,Agree
05/30/2020,IL,118917,118917,0,1462,0,5330,5330,0,60,0,05/31/2020 02:43:17 PM,Agree,Agree
05/18/2021,WA,423115,,,578,93,5653,,,13,0,05/18/2021 12:00:00 AM,N/A,N/A
11/20/2020,CA,1072272,1072272,0,13005,0,18593,18593,0,91,0,11/22/2020 12:00:00 AM,Agree,Agree
05/22/2022,IL,3249534,3249534,0,0,0,38068,33761,4307,0,0,05/23/2022 01:52:41 PM,Agree,Agree
02/20/2022,CA,8867026,8296145,570881,0,0,82873,,,0,0,02/21/2022 08:43:30 PM,Agree,Not agree
08/15/2021,IL,1463771,1463771,0,3042,0,26112,23614,2498,10,0,08/16/2021 03:23:49 PM,Agree,Agree
03/19/2022,IL,3053185,3053185,0,0,0,37459,33198,4261,0,0,03/21/2022 12:27:07 PM,Agree,Agree
08/24/2020,WA,71675,,,373,4,1867,,,4,0,08/24/2020 12:00:00 AM,N/A,N/A
07/28/2020,IL,174973,173731,1242,1076,0,7638,7446,192,30,0,07/29/2020 02:34:46 PM,Agree,Agree
09/05/2020,IL,250105,248177,1928,2806,0,8385,8166,219,23,0,09/06/2020 02:09:04 PM,Agree,Agree
10/04/2021,CA,4724913,4515715,209198,18998,0,69039,69039,0,243,0,10/06/2021 12:00:00 AM,Agree,Agree
11/29/2021,CA,5057974,4801843,256131,4196,0,73656,,,291,0,11/30/2021 03:29:21 PM,Agree,Not agree
03/11/2021,WA,346740,,,674,89,5107,,,7,0,03/11/2021 12:00:00 AM,N/A,N/A
05/14/2021,WA,419521,,,1540,118,5622,,,-4,0,05/14/2021 12:00:00 AM,N/A,N/A
07/29/2021,IL,1417263,1417263,0,1691,0,25908,23432,2476,15,3,07/30/2021 02:36:41 PM,Agree,Agree
06/13/2022,WA,1616718,,,1725,114,13056,,,10,0,06/13/2022 12:00:00 AM,N/A,N/A
04/10/2020,CA,19472,19472,0,1163,0,541,541,0,49,0,04/12/2020 12:00:00 AM,Agree,Agree
08/26/2020,IL,227044,225627,1417,2157,0,8163,7954,209,37,0,08/27/2020 01:42:08 PM,Agree,Agree
09/30/2020,IL,295763,293274,2489,2273,0,8916,8672,244,35,0,10/01/2020 01:42:11 PM,Agree,Agree
01/24/2022,CA,7866610,7419643,446967,296072,0,78101,,,379,0,01/25/2022 02:33:43 PM,Agree,Not agree
06/26/2021,IL,1390681,1390681,0,249,0,25645,23205,2440,8,2,06/28/2021 01:23:06 PM,Agree,Agree
02/28/2021,WA,339477,,,832,190,4956,,,0,0,02/28/2021 12:00:00 AM,N/A,N/A
03/08/2020,CA,114,114,0,26,0,1,1,0,0,0,03/10/2020 12:00:00 AM,Agree,Agree
04/21/2022,IL,3110229,3110229,0,3587,0,37849,33559,4290,9,-4,04/22/2022 02:15:21 PM,Agree,Agree
07/22/2020,IL,166476,165301,1175,1598,0,7540,7347,193,23,0,07/23/2020 02:48:19 PM,Agree,Agree
06/11/2021,IL,1387029,1387029,0,401,0,25452,23035,2417,22,1,06/12/2021 02:13:34 PM,Agree,Agree
06/22/2021,WA,447335,,,346,53,5843,,,5,0,06/22/2021 12:00:00 AM,N/A,N/A
11/05/2021,IL,1712986,1712986,0,2942,0,28832,25948,2884,29,7,11/06/2021 01:17:26 PM,Agree,Agree
04/15/2021,WA,380532,,,1340,162,5362,,,5,0,04/15/2021 12:00:00 AM,N/A,N/A
08/19/2020,CA,638831,638831,0,6164,0,11301,11301,0,156,0,08/21/2020 12:00:00 AM,Agree,Agree
08/29/2021,WA,556576,,,2991,480,6525,,,9,0,08/29/2021 12:00:00 AM,N/A,N/A
12/07/2021,WA,785745,,,1937,180,9460,,,24,0,12/07/2021 12:00:00 AM,N/A,N/A
12/19/2021,WA,804084,,,1718,136,9674,,,0,0,12/19/2021 12:00:00 AM,N/A,N/A
02/13/2021,WA,326952,,,898,165,4675,,,0,0,02/13/2021 12:00:00 AM,N/A,N/A
04/17/2022,CA,9140562,8535899,604663,0,0,88907,,,0,0,04/18/2022 02:50:08 PM,Agree,Not agree
11/06/2020,IL,465540,465540,0,11790,-6259,10397,10079,318,84,35,11/07/2020 02:45:17 PM,Agree,Agree
09/05/2020,WA,77419,,,516,21,1953,,,0,0,09/05/2020 12:00:00 AM,N/A,N/A
12/09/2021,WA,788603,,,1624,257,9535,,,38,0,12/09/2021 12:00:00 AM,N/A,N/A
07/02/2020,WA,33997,,,738,0,1342,,,3,0,07/02/2020 12:00:00 AM,N/A,N/A
02/08/2021,WA,321758,,,873,60,4451,,,2,0,02/08/2021 12:00:00 AM,N/A,N/A
03/08/2021,CA,3504652,3504652,0,3258,0,53828,53828,0,106,0,03/10/2021 12:00:00 AM,Agree,Agree
02/12/2022,CA,8775930,8204171,571759,0,0,81437,,,0,0,02/14/2022 02:00:44 PM,Agree,Not agree
06/22/2020,IL,138224,137224,1000,462,0,6875,6671,204,24,0,06/23/2020 02:28:19 PM,Agree,Agree
02/10/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/29/2021,WA,308527,,,2823,277,4285,,,42,0,01/29/2021 12:00:00 AM,N/A,N/A
04/22/2020,WA,12467,,,217,0,692,,,10,0,04/22/2020 12:00:00 AM,N/A,N/A
06/15/2020,WA,26087,,,428,0,1221,,,4,0,06/15/2020 12:00:00 AM,N/A,N/A
06/17/2021,IL,1388586,1388586,0,248,0,25552,23120,2432,21,5,06/17/2021 12:00:00 AM,Agree,Agree
10/26/2021,CA,4850676,4631162,219514,24563,0,71182,71182,0,298,0,10/28/2021 12:00:00 AM,Agree,Agree
05/20/2020,WA,19019,,,173,0,1037,,,6,0,05/20/2020 12:00:00 AM,N/A,N/A
07/06/2021,IL,1393773,1393773,0,306,0,25727,23272,2455,10,1,07/07/2021 02:48:49 PM,Agree,Agree
04/03/2020,IL,8904,,,1209,,210,,,53,,04/03/2020 04:22:39 PM,Agree,Agree
05/09/2021,CA,3654545,3654545,0,1853,0,61228,61228,0,61,0,05/11/2021 12:00:00 AM,Agree,Agree
12/12/2021,WA,792769,,,1205,207,9554,,,0,0,12/12/2021 12:00:00 AM,N/A,N/A
06/06/2022,CA,9647488,8989279,658209,0,0,90815,,,0,0,06/07/2022 01:16:16 PM,Agree,Not agree
07/23/2020,IL,168100,166925,1175,1624,0,7560,7367,193,20,0,07/24/2020 02:18:40 PM,Agree,Agree
06/07/2021,WA,439970,,,366,42,5856,,,20,0,06/07/2021 12:00:00 AM,N/A,N/A
07/11/2021,CA,3880618,3724833,155785,0,0,63376,63376,0,0,0,07/13/2021 12:00:00 AM,Agree,Agree
06/05/2021,CA,3688893,3688893,0,1157,0,62242,62242,0,63,0,06/07/2021 12:00:00 AM,Agree,Agree
07/11/2020,WA,39617,,,490,1,1424,,,0,0,07/11/2020 12:00:00 AM,N/A,N/A
05/02/2022,WA,1503181,,,1488,35,12706,,,3,0,05/02/2022 12:00:00 AM,N/A,N/A
09/26/2020,CA,798237,798237,0,4197,0,15361,15361,0,105,0,09/28/2020 12:00:00 AM,Agree,Agree
02/25/2021,WA,336579,,,995,125,4942,,,30,0,02/25/2021 12:00:00 AM,N/A,N/A
10/07/2021,WA,676307,,,2941,568,7972,,,55,0,10/07/2021 12:00:00 AM,N/A,N/A
02/05/2020,IL,2,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/01/2022,CA,8423159,7915768,507391,37147,0,79382,,,98,0,02/02/2022 03:18:51 PM,Agree,Not agree
05/12/2021,IL,1359748,1359748,0,1795,0,24640,22285,2355,23,-1,05/13/2021 02:28:07 PM,Agree,Agree
10/22/2021,IL,1680908,1680908,0,2969,0,28414,25590,2824,32,5,10/23/2021 01:42:15 PM,Agree,Agree
05/07/2021,WA,411386,,,1583,314,5564,,,11,0,05/07/2021 12:00:00 AM,N/A,N/A
03/01/2020,IL,3,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/11/2021,IL,1451094,1451094,0,3933,0,26048,23551,2497,14,5,08/12/2021 03:05:21 PM,Agree,Agree
09/28/2020,CA,805263,805263,0,2955,0,15451,15451,0,19,0,09/30/2020 12:00:00 AM,Agree,Agree
06/12/2021,IL,1387297,1387297,0,268,0,25469,23050,2419,17,2,06/13/2021 01:40:53 PM,Agree,Agree
12/23/2020,IL,918070,918070,0,6762,0,16842,15547,1295,171,38,12/24/2020 02:31:20 PM,Agree,Agree
01/03/2022,CA,5548724,5262633,286091,71195,0,75847,,,0,0,01/04/2022 02:43:16 PM,Agree,Not agree
04/08/2021,WA,371916,,,1033,71,5316,,,10,0,04/08/2021 12:00:00 AM,N/A,N/A
07/04/2021,IL,1393162,1393162,0,305,0,25710,23257,2453,7,1,07/05/2021 02:30:02 PM,Agree,Agree
09/17/2021,CA,4597564,4397469,200095,9543,0,67358,67358,0,171,0,09/19/2021 12:00:00 AM,Agree,Agree
11/28/2021,IL,1800308,1800308,0,3852,0,29258,26313,2945,0,0,11/29/2021 02:21:14 PM,Agree,Agree
03/31/2020,CA,6932,6932,0,1169,0,150,150,0,15,0,04/02/2020 12:00:00 AM,Agree,Agree
07/07/2020,WA,37286,,,611,0,1384,,,14,0,07/07/2020 12:00:00 AM,N/A,N/A
11/23/2020,CA,1110370,1110370,0,8337,0,18796,18796,0,42,0,11/25/2020 12:00:00 AM,Agree,Agree
02/24/2020,CA,25,25,0,4,0,0,0,0,0,0,02/26/2020 12:00:00 AM,Agree,Agree
04/27/2020,CA,43464,43464,0,1300,0,1676,1676,0,29,0,05/11/2022 04:48:15 PM,Agree,Agree
01/25/2022,IL,2851567,2851567,0,13706,0,33942,30276,3666,139,18,01/26/2022 03:12:02 PM,Agree,Agree
01/09/2022,IL,2382437,2382437,0,0,0,31660,28361,3299,0,0,01/10/2022 03:08:19 PM,Agree,Agree
05/18/2020,CA,80430,80430,0,1591,0,3216,3216,0,36,0,05/20/2020 12:00:00 AM,Agree,Agree
12/21/2021,WA,807261,,,1721,168,9725,,,30,0,12/21/2021 12:00:00 AM,N/A,N/A
01/14/2022,IL,2589640,2589640,0,29639,0,32532,29099,3433,176,23,01/15/2022 02:59:30 PM,Agree,Agree
11/10/2020,IL,511183,511183,0,12623,0,10645,10289,356,82,3,11/11/2020 03:15:25 PM,Agree,Agree
05/27/2022,IL,3286377,3286377,0,5659,0,38127,33806,4321,6,-2,05/28/2022 01:19:46 PM,Agree,Agree
03/15/2022,IL,3049616,3049616,0,1574,0,37392,33139,4253,47,15,03/16/2022 01:23:12 PM,Agree,Agree
05/14/2020,CA,73164,73164,0,7183,0,2926,2926,0,270,0,05/16/2020 12:00:00 AM,Agree,Agree
03/03/2022,WA,1428186,,,1744,479,11954,,,0,0,03/03/2022 12:00:00 AM,N/A,N/A
09/03/2020,CA,717177,717177,0,5125,0,13120,13120,0,167,0,09/05/2020 12:00:00 AM,Agree,Agree
07/18/2020,WA,45751,,,769,6,1444,,,10,0,07/18/2020 12:00:00 AM,N/A,N/A
04/24/2020,IL,39658,39658,0,2724,0,1795,1795,0,107,0,05/25/2020 03:38:40 PM,Agree,Agree
06/23/2022,CA,9946098,9264968,681130,0,0,91314,,,0,0,06/24/2022 01:41:53 PM,Agree,Not agree
01/26/2021,IL,1108430,1108430,0,3667,0,20853,18883,1970,109,24,01/27/2021 02:53:24 PM,Agree,Agree
10/26/2021,IL,1688261,1688261,0,2213,0,28517,25682,2835,40,6,10/27/2021 02:21:35 PM,Agree,Agree
12/05/2020,IL,779975,779975,0,9887,0,14017,13179,838,235,30,12/06/2020 02:51:16 PM,Agree,Agree
05/12/2022,IL,3200930,3200930,0,5686,0,37997,33698,4299,3,0,05/13/2022 01:28:57 PM,Agree,Agree
02/10/2021,WA,323617,,,1170,172,4603,,,45,0,02/10/2021 12:00:00 AM,N/A,N/A
06/30/2020,CA,222917,222917,0,6367,0,5877,5877,0,27,0,07/02/2020 12:00:00 AM,Agree,Agree
09/26/2020,WA,86931,,,666,30,2100,,,0,0,09/26/2020 12:00:00 AM,N/A,N/A
11/20/2021,IL,1763866,1763866,0,0,0,29157,26227,2930,0,0,11/22/2021 01:59:30 PM,Agree,Agree
11/01/2021,WA,729611,,,1179,82,8659,,,31,0,11/01/2021 12:00:00 AM,N/A,N/A
05/02/2020,CA,52197,52197,0,1755,0,2083,2083,0,95,0,05/04/2020 12:00:00 AM,Agree,Agree
07/13/2020,IL,155931,154799,1132,883,0,7394,7193,201,6,0,07/14/2020 03:13:07 PM,Agree,Agree
04/27/2021,WA,397418,,,916,158,5462,,,12,0,04/27/2021 12:00:00 AM,N/A,N/A
07/20/2022,WA,1713848,,,2722,519,13509,,,32,0,07/20/2022 12:00:00 AM,N/A,N/A
05/15/2022,WA,1535774,,,1989,196,12791,,,0,0,05/15/2022 12:00:00 AM,N/A,N/A
08/05/2021,CA,4067174,3899158,168016,13042,3525,64206,64206,0,56,0,08/07/2021 12:00:00 AM,Agree,Agree
10/29/2020,CA,912904,912904,0,4191,0,17502,17502,0,73,0,10/31/2020 12:00:00 AM,Agree,Agree
04/01/2022,IL,3069650,3069650,0,1413,0,37684,33394,4290,17,0,04/02/2022 01:21:28 PM,Agree,Agree
05/20/2022,IL,3249534,3249534,0,4692,0,38068,33761,4307,12,1,05/21/2022 01:16:11 PM,Agree,Agree
01/31/2021,WA,311925,,,1678,151,4285,,,1,0,01/31/2021 12:00:00 AM,N/A,N/A
05/13/2020,CA,65981,65981,0,-3401,0,2656,2656,0,-96,0,05/15/2020 12:00:00 AM,Agree,Agree
