station.code,station.fr_code,line.num,line.name,line.name_sub,line.station_seq,station.name_full,station.name,station.name_chc,station.name_chn,station.name_en,station.name_jp,geo.latitude,geo.longitude,geo.sigungu_code,geo.sigungu_name,geo.addres_road,geo.address_land,geo.phone
415,415,4,4호선,지하철4호선,7,미아(서울사이버대학),미아|서울사이버대학,彌阿(서울사이버大學),弥阿(首尔网络大学),Mia (Seoul Cyber Univ.),ミア,37.62667,127.025983,11090,강북구,서울특별시 강북구 도봉로 지하198(미아동),서울특별시 강북구 미아동 194-1 미아역(4호선),02-6110-4151
416,416,4,4호선,지하철4호선,8,미아사거리,미아사거리,彌阿사거리,弥阿十字路口,Miasageori,ミアサゴリ,37.613292,127.030053,11090,강북구,서울특별시 강북구 도봉로 지하50(미아동),서울특별시 강북구 미아동 66-1 미아사거리역(4호선),02-6110-4161
417,417,4,4호선,지하철4호선,9,길음,길음,吉音,吉音,Gireum,キルム,37.603407,127.025053,11080,성북구,서울특별시 성북구 동소문로 지하248(길음동),서울특별시 성북구 길음동 877-66 길음역(4호선),02-6110-4171
418,418,4,4호선,지하철4호선,10,성신여대입구(돈암),성신여대입구|돈암,誠信女大入口(敦岩),诚信女子大学(敦岩),Sungshin Women's Univ. (Donam),ソンシンヨデイック,37.592624,127.016403,11080,성북구,서울특별시 성북구 동소문로 지하102(동선동4가),서울특별시 성북구 동선동4가 1 성신여대입구역(4호선),02-6110-4181
419,419,4,4호선,지하철4호선,11,한성대입구(삼선교),한성대입구|삼선교,漢城大入口(三仙橋),汉城大学(三仙桥),Hansung Univ. (Samseongyo),ハンソンデイック,37.588458,127.006221,11080,성북구,서울특별시 성북구 삼선교로 지하1(삼선동1가),서울특별시 성북구 삼선동1가 14 한성대입구역(4호선),02-6110-4191
420,420,4,4호선,지하철4호선,12,혜화,혜화,惠化,惠化,Hyehwa,ヘファ,37.582336,127.001844,11010,종로구,서울특별시 종로구 대학로 지하120(명륜4가),서울특별시 종로구 명륜4가 96-5 혜화역(4호선),02-6110-4201
421,421,4,4호선,지하철4호선,13,동대문,동대문,東大門,东大门,Dongdaemun,トンデムン,37.57142,127.009745,11010,종로구,서울특별시 종로구 율곡로 지하308(종로6가),서울특별시 종로구 종로6가 287-1 동대문역(4호선),02-6110-4211
422,422,4,4호선,지하철4호선,14,동대문역사문화공원(DDP),동대문역사문화공원|DDP,東大門歷史文化公園(DDP),东大门历史文化公园(DDP),Dongdaemun History & Culture Park(DDP),トンデムンヨクサムンファゴンウォン(DDP),37.565138,127.007896,11020,중구,서울특별시 중구 장충단로 지하230(광희동2가),서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),02-6110-4221
423,423,4,4호선,지하철4호선,15,충무로,충무로,忠武路,忠武路,Chungmuro,チュンムロ,37.561243,126.99428,11020,중구,서울특별시 중구 퇴계로 지하214(필동2가),서울특별시 중구 필동2가 16-2 충무로역(4호선),02-6110-4231
424,424,4,4호선,지하철4호선,16,명동,명동,明洞,明洞,Myeongdong,ミョンドン,37.560989,126.986325,11020,중구,서울특별시 중구 퇴계로 지하126(충무로2가),서울특별시 중구 충무로2가 109-2 명동역(4호선),02-6110-4241
425,425,4,4호선,지하철4호선,17,회현(남대문시장),회현|남대문시장,會賢(南大門市場),会贤(南大门市场),Hoehyeon (Namdaemun Market),フェヒョン,37.558514,126.978246,11020,중구,서울특별시 중구 퇴계로 지하54(남창동),서울특별시 중구 남창동 64-1 회현역(4호선),02-6110-4251
426,426,4,4호선,지하철4호선,18,서울역,서울역,서울역,首尔站,Seoul Station,ソウルヨク,37.554648,126.972559,11030,용산구,서울특별시 용산구 한강대로 지하392(동자동),서울특별시 용산구 동자동 14-151 서울역 (4호선),02-6110-4261
427,427,4,4호선,지하철4호선,19,숙대입구(갈월),숙대입구|갈월,淑大入口(葛月),淑明女子大学(葛月),Sookmyung Women's Univ. (Garwol),スクテイック,37.54456,126.972106,11030,용산구,서울특별시 용산구 한강대로 지하306(갈월동),서울특별시 용산구 갈월동 16-7 숙대입구역(4호선),02-6110-4271
428,428,4,4호선,지하철4호선,20,삼각지,삼각지,三角地,三角地,Samgakji,サムガクチ,37.534777,126.97311,11030,용산구,서울특별시 용산구 한강대로 지하180(한강로1가),서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),02-6110-4281
429,429,4,4호선,지하철4호선,21,신용산,신용산,新龍山,新龙山,Sinyongsan,シニョンサン,37.52917,126.967894,11030,용산구,서울특별시 용산구 한강대로 지하112(한강로2가),서울특별시 용산구 한강로2가 181 신용산역(4호선),02-6110-4291
430,430,4,4호선,지하철4호선,22,이촌(국립중앙박물관),이촌|국립중앙박물관,二 村(國立中央博物館),二村(国立中央博物馆),Ichon (National Museum of Korea),イチョン,37.522272,126.974345,11030,용산구,서울특별시 용산구 서빙고로 지하83(용산동5가),서울특별시 용산구 용산동5가 17-112 이촌역(4호선),02-6110-4301
431,431,4,4호선,지하철4호선,23,동작(현충원),동작|현충원,銅雀(顯忠院),铜雀(显忠院),Dongjak (Seoul National Cemetery),トンジャク,37.502971,126.979306,11200,동작구,서울특별시 동작구 현충로 257(동작동),서울특별시 동작구 동작동 327-1 동작역(4호선),02-6110-4311
432,432,4,4호선,지하철4호선,24,총신대입구(이수),총신대입구|이수,總神大入口(梨水),总神大学(梨水),Chongshin Univ. (Isu),チョンシンデイック,37.486263,126.981989,11200,동작구,서울특별시 동작구 동작대로 지하117(사당동),서울특별시 동작구 사당동 736-1 총신대입구(이수)역(4호선),02-6110-4321
433,433,4,4호선,지하철4호선,25,사당,사당,舍堂,舍堂,Sadang,サダン,37.47653,126.981685,11200,동작구,서울특별시 동작구  동작대로 지하3(사당동),서울특별시 동작구 사당동 588-44 사당역(4호선),02-6110-4331
434,434,4,4호선,지하철4호선,26,남태령,남태령,南泰嶺,南泰岭,Namtaeryeong,ナムテリョン,37.463873,126.989134,11220,서초구,서울특별시 서초구 과천대로 지하816(방배동),서울특별시 서초구 방배동 2909 남태령역(4호선),02-6110-4341
2511,510,5,5호선,지하철5호선본선,1,방화,방화,傍花,傍花,Banghwa,パンファ,37.577446,126.812741,11160,강서구,서울특별시 강서구 금낭화로 지하132(방화동),서울특별시 강서구 방화동 829-15 방화역(5호선),02-6311-5101
2512,511,5,5호선,지하철5호선본선,2,개화산,개화산,開花山,开花山,Gaehwasan,ケファサン,37.572399,126.806171,11160,강서구,서울특별시 강서구 양천로 22(방화동),서울특별시 강서구 방화동 846 개화산역(5호선),02-6311-5111
2513,512,5,5호선,지하철5호선본선,3,김포공항,김포공항,金浦空港,金浦机场,Gimpo Int'l Airport,キンポゴンハン,37.562434,126.801058,11160,강서구,서울특별시 강서구 하늘길 지하77(방화동),서울특별시 강서구 방화동 886 김포공항역(5호선),02-6311-5121
2514,513,5,5호선,지하철5호선본선,4,송정,송정,松亭,松亭,Songjeong,ソンジョン,37.561184,126.811973,11160,강서구,서울특별시 강서구 공항대로 지하33(공항동),서울특별시 강서구 공항동 29-5 송정역(5호선),02-6311-5131
2515,514,5,5호선,지하철5호선본선,5,마곡,마곡,麻谷,麻谷,Magok,マゴク,37.560183,126.825448,11160,강서구,서울특별시 강서구 공항대로 지하163(마곡동),서울특별시 강서구 마곡동 769-3 마곡역(5호선),02-6311-5141
2516,515,5,5호선,지하철5호선본선,6,발산,발산,鉢山,钵山,Balsan,パルサン,37.558598,126.837668,11160,강서구,서울특별시 강서구 공항대로 지하267(마곡동),서울특별시 강서구 마곡동 727-1496 발산역(5호선),02-6311-5151
2517,516,5,5호선,지하철5호선본선,7,우장산,우장산,雨裝山,雨装山,Ujangsan,ウジャンサン,37.548768,126.836318,11160,강서구,서울특별시 강서구 강서로 지하262(화곡동),서울특별시 강서구 화곡동 1089-3 우장산역(5호선),02-6311-5161
2518,517,5,5호선,지하철5호선본선,8,화곡,화곡,禾谷,禾谷,Hwagok,ファゴク,37.541513,126.840461,11160,강서구,서울특별시 강서구 화곡로 지하168(화곡동),서울특별시 강서구 화곡동 1089-54 화곡역(5호선),02-6311-5171
2519,518,5,5호선,지하철5호선본선,9,까치산,까치산,까치山,喜鹊山,Kkachisan,カチサン,37.531768,126.846683,11160,강서구,서울특별시 강서구 강서로 지하54(화곡동),서울특별시 강서구 화곡동 662-5 까치산역(5호선),02-6311-5181
2520,519,5,5호선,지하철5호선본선,10,신정(은행정),신정|은행정,新亭(銀杏亭),新亭(银杏亭),Sinjeong(Eunhaengjeong),シンジョン,37.524997,126.856191,11150,양천구,서울특별시 양천구 오목로 지하179(신정동),서울특별시 양천구 신정동 1090 신정역(5호선),02-6311-5191
2521,520,5,5호선,지하철5호선본선,11,목동,목동,木洞,木洞,Mok-dong,モクトン,37.526065,126.864931,11150,양천구,서울특별시 양천구 오목로 지하245(목동),서울특별시 양천구 목동 926-3 목동역(5호선),02-6311-5201
2522,521,5,5호선,지하철5호선본선,12,오목교(목동운동장앞),오목교|목동운동장앞,梧木橋(木洞運動場앞),梧木桥(木洞运动场),Omokgyo(Mokdong Stadium),オモッキョ,37.524496,126.875181,11150,양천구,서울특별시 양천구 오목로 지하342(목동),서울특별시 양천구 목동 406-30 오목교역(5호선),02-6311-5211
2523,522,5,5호선,지하철5호선본선,13,양평,양평,楊坪,杨坪,Yangpyeong,ヤンピョン,37.525648,126.885778,11190,영등포구,서울특별시 영등포구 양산로 지하21(양평동2가),서울특별시 영등포구 양평동2가 33-79 양평역(5호선),02-6311-5221
2524,523,5,5호선,지하철5호선본선,14,영등포구청,영등포구청,永登浦區廳,永登浦区厅,Yeongdeungpo-gu Office,ヨンドゥンポグチョン,37.52497,126.895951,11190,영등포구,서울특별시 영등포구 양산로 지하116(당산동3가),서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),02-6311-5231
2525,524,5,5호선,지하철5호선본선,15,영등포시장,영등포시장,永登浦市場,永登浦市场,Yeongdeungpo Market,ヨンドゥンポシジャン,37.522669,126.905139,11190,영등포구,서울특별시 영등포구 양산로 지하200(영등포동5가),서울특별시 영등포구 영등포동5가 62-1 영등포시장역(5호선),02-6311-5241
2526,525,5,5호선,지하철5호선본선,16,신길,신길,新吉,新吉,Singil,シンギル,37.517122,126.917169,11190,영등포구,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),서울특별시 영등포구 영등포동1가 35 신길역(5호선),02-6311-5251
2527,526,5,5호선,지하철5호선본선,17,여의도,여의도,汝矣島,汝矣岛,Yeouido,ヨイド,37.521624,126.924191,11190,영등포구,서울특별시 영등포구 여의나루로 지하40(여의도동),서울특별시 영등포구 여의도동 3 여의도역(5호선),02-6311-5261
2528,527,5,5호선,지하철5호선본선,18,여의나루,여의나루,여의나루,汝矣渡口,Yeouinaru,ヨイナル,37.527098,126.932901,11190,영등포구,서울특별시 영등포구 여의동로 지하343(여의도동),서울특별시 영등포구 여의도동 84-4 여의나루역(5호선),02-6311-5271
2529,528,5,5호선,지하철5호선본선,19,마포,마포,麻浦,麻浦,Mapo,マポ,37.539574,126.945932,11140,마포구,서울특별시 마포구 마포대로 지하33(도화동),서울특별시 마포구 도화동 160 마포역(5호선),02-6311-5281
2530,529,5,5호선,지하철5호선본선,20,공덕,공덕,孔德,孔德,Gongdeok,コンドク,37.544018,126.951592,11140,마포구,서울특별시 마포구 마포대로 지하100(공덕동),서울특별시 마포구 공덕동 423-29 공덕역(5호선),02-6311-5291
2531,530,5,5호선,지하철5호선본선,21,애오개,애오개,애오개,儿岭,Aeogae,エオゲ,37.553736,126.95682,11140,마포구,서울특별시 마포구 마포대로 지하210(아현동),서울특별시 마포구 아현동 612 애오개역(5호선),02-6311-5301
2532,531,5,5호선,지하철5호선본선,22,충정로(경기대입구),충정로|경기대입구,忠正路(京畿大入口),忠正路(京畿大学),Chungjeongno(Kyonggi Univ.),チュンジョンノ,37.559973,126.963672,11130,서대문구,서울특별시 서대문구 충정로 지하 28-1(충정로3가),서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),02-6311-5311
2533,532,5,5호선,지하철5호선본선,23,서대문,서대문,西大門,西大门,Seodaemun,ソデムン,37.565773,126.966641,11010,종로구,서울특별시 종로구 통일로 지하126(평동),서울특별시 종로구 평동 210 서대문역(5호선),02-6311-5321
2534,533,5,5호선,지하철5호선본선,24,광화문(세종문화회관),광화문|세종문화회관,光化門(世宗文化會館),光化门(世宗文化会馆),Gwanghwamun(Sejong Center for the Performing Arts),クァンファムン,37.571026,126.976669,11010,종로구,서울특별시 종로구 세종대로 지하172(세종로),서울특별시 종로구 세종로 1-68 5호선 광화문역(5호선),02-6311-5331
2535,534,5,5호선,지하철5호선본선,25,종로3가(탑골공원),종로3가|탑골공원,鍾路3街(탑골공원),钟路三街(塔谷公园),Jongno 3(sam)ga(Tapgol Park),チョンノサムガ,37.571607,126.991806,11010,종로구,서울특별시 종로구 돈화문로11길 지하 26(돈의동),서울특별시 종로구 돈의동 39-1 5호선 종로3가역(5호선),02-6311-5341
2536,535,5,5호선,지하철5호선본선,26,을지로4가,을지로4가,乙支路4街,乙支路四街,Euljiro 4(sa)ga,ウルチロサガ,37.566941,126.998079,11020,중구,서울특별시 중구 창경궁로 지하51(주교동),서울특별시 중구 주교동 191 을지로4가역(5호선),02-6311-5351
2537,536,5,5호선,지하철5호선본선,27,동대문역사문화공원(DDP),동대문역사문화공원|DDP,東大門歷史文化公園(DDP),东大门历史文化公园(DDP),Dongdaemun History & Culture Park(DDP),トンデムンヨクサムンファゴンウォン(DDP),37.565138,127.007896,11020,중구,서울특별시 중구 마른내로 지하162(광희동1가),서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),02-6311-5361
2538,537,5,5호선,지하철5호선본선,28,청구,청구,靑丘,青丘,Cheonggu,チョング,37.560245,127.013828,11020,중구,서울특별시 중구 청구로 지하77(신당동),서울특별시 중구 신당동 295-2 청구역(5호선),02-6311-5371
2539,538,5,5호선,지하철5호선본선,29,신금호,신금호,新金湖,新金湖,Singeumho,シングムホ,37.554548,127.020331,11040,성동구,서울특별시 성동구 금호로 지하154(금호동2가),서울특별시 성동구 금호동2가 223-1 신금호역(5호선),02-6311-5381
2540,539,5,5호선,지하철5호선본선,30,행당,행당,杏堂,杏堂,Haengdang,ヘンダン,37.557322,127.029476,11040,성동구,서울특별시 성동구 행당로 지하89(행당동),서울특별시 성동구 행당동 317-241 행당역(5호선),02-6311-5391
2541,540,5,5호선,지하철5호선본선,31,왕십리(성동구청),왕십리|성동구청,往十里(城東區廳),往十里(城东区厅),Wangsimni(Seongdong-gu Office),ワンシムニ(ソンドン区庁),37.561533,127.037732,11040,성동구,서울특별시 성동구 왕십리로 지하300(행당동),서울특별시 성동구 행당동 192 왕십리역(5호선),02-6311-5401
2542,541,5,5호선,지하철5호선본선,32,마장,마장,馬場,马场,Majang,マジャン,37.5661,127.042973,11040,성동구,서울특별시 성동구 마장로 지하296(마장동),서울특별시 성동구 마장동 804 마장역(5호선),02-6311-5411
2543,542,5,5호선,지하철5호선본선,33,답십리,답십리,踏十里,踏十里,Dapsimni,タプシムニ,37.566747,127.052704,11040,성동구,서울특별시 성동구 천호대로 지하300(용답동),서울특별시 성동구 용답동 99 답십리역(5호선),02-6311-5421
2544,543,5,5호선,지하철5호선본선,34,장한평,장한평,長漢坪,长汉坪,Janghanpyeong,チャンハンピョン,37.56144,127.064623,11060,동대문구,서울특별시 동대문구 천호대로 지하405(장안동),서울특별시 동대문구 장안동 472-3 장한평역(5호선),02-6311-5431
2545,544,5,5호선,지하철5호선본선,35,군자(능동),군자|능동,君子(陵洞),君子(陵洞),Gunja(Neung-dong),クンジャ,37.557121,127.079542,11050,광진구,서울특별시 광진구 천호대로 지하550(능동),서울특별시 광진구 능동 275-5 군자(능동)역(5호선),02-6311-5441
2546,545,5,5호선,지하철5호선본선,36,아차산(어린이대공원후문),아차산|어린이대공원후문,峨嵯山(어린이大公園後門),峨嵯山(儿童大公园后门),Achasan(Rear Entrance to Seoul Children's Grand Park),アチャサン,37.551691,127.089761,11050,광진구,서울특별시 광진구 천호대로 지하657(능동),서울특별시 광진구 능동 256-16 5호선 아차산역(5호선),02-6311-5451
2547,546,5,5호선,지하철5호선본선,37,광나루(장신대),광나루|장신대,광나루(長神大),广渡口(长神大学),Gwangnaru(Presbyterian University & Theological Seminary),クァンナル,37.545303,127.10357,11050,광진구,서울특별시 광진구 아차산로 지하571(광장동),서울특별시 광진구 광장동 237 광나루역(5호선),02-6311-5461
2548,547,5,5호선,지하철5호선본선,38,천호(풍납토성),천호|풍납토성,千戶(風納土城),千戶(风纳土城),Cheonho(Pungnaptoseong),チョンホ,37.538397,127.123572,11250,강동구,서울특별시 강동구 천호대로 지하997(천호동),서울특별시 강동구 천호동 455 천호역(5호선),02-6311-5471
2549,548,5,5호선,지하철5호선본선|마천지선,39,강동,강동,江東,江东,Gangdong,カンドン,37.535804,127.132481,11250,강동구,서울특별시 강동구 천호대로 지하1097(천호동),서울특별시 강동구 천호동 447 강동역(5호선),02-6311-5481
2550,549,5,5호선,지하철5호선본선,40,길동,길동,吉洞,吉洞,Gil-dong,キルトン,37.537801,127.140004,11250,강동구,서울특별시 강동구 양재대로 지하1480(길동),서울특별시 강동구 길동 378 길동역(5호선),02-6311-5491
2551,550,5,5호선,지하철5호선본선,41,굽은다리(강동구민회관앞),굽은다리|강동구민회관앞,굽은다리(江東區民會館앞),曲桥(江东区民会馆),Gubeundari(Gangdong Community Center ),クブンダリ,37.545477,127.142853,11250,강동구,서울특별시 강동구 양재대로 지하1572(명일동),서울특별시 강동구 명일동 345-12 굽은다리역(5호선),02-6311-5501
2552,551,5,5호선,지하철5호선본선,42,명일,명일,明逸,明逸,Myeongil,ミョンイル,37.55137,127.143999,11250,강동구,서울특별시 강동구 양재대로 지하1632(명일동),서울특별시 강동구 명일동 312 명일역(5호선),02-6311-5511
2553,552,5,5호선,지하철5호선본선,43,고덕,고덕,高德,高德,Godeok,コドク,37.555004,127.154151,11250,강동구,서울특별시 강동구 고덕로 지하253(고덕동),서울특별시 강동구 고덕동 310 고덕역(5호선),02-6311-5521
2554,553,5,5호선,지하철5호선본선,44,상일동,상일동,上一洞,上一洞,Sangil-dong,サンイルトン,37.556712,127.166417,11250,강동구,서울특별시 강동구 고덕로 지하359(상일동),서울특별시 강동구 상일동 148 상일동역(5호선),02-6311-5531
2562,554,5,5호선,지하철5호선하남선,45,강일,강일,江一,江一,Gangil,カンイル,37.557471,127.17571,11250,강동구,서울특별시 강동구 고덕로 지하456(강일동),서울특별시 강동구 상일동 산73 강일역(5호선),02-6311-5611
2563,555,5,5호선,지하철5호선하남선,46,미사,미사,渼沙,渼沙,Misa,ミサ,37.563118,127.192932,31180,하남시,경기도 하남시 미사강변동로 지하90(망월동),경기도 하남시 망월동 1122 미사역(5호선),02-6311-5621
2564,556,5,5호선,지하철5호선하남선,47,하남풍산,하남풍산,河南豊山,河南丰山,Hanam Pungsan,ハナンプンサン,37.552059,127.20388,31180,하남시,경기도 하남시 덕풍서로 지하50(덕풍동),경기도 하남시 덕풍동 727-3 하남풍산역(5호선),02-6311-5631
2565,557,5,5호선,지하철5호선하남선,48,하남시청(덕풍.신장),하남시청|덕풍|신장,河南市廳(德豊.新長),河南市厅(德丰·新长),Hanam City Hall (Deokpung&Sinjang),ハナムシチョン (トクプン∙シンジャン),37.541967,127.206298,31180,하남시,경기도 하남시 하남대로 지하820(덕풍동),경기도 하남시 덕풍동 405-1 하남시청(덕풍신장)역(5호선),02-6311-5641
2566,558,5,5호선,지하철5호선하남선,49,하남검단산,하남검단산,河南黔丹山,河南黔丹山,Hanam Geomdansan,ハナムゴムダンサン,37.539827,127.2231,31180,하남시,경기도 하남시 대청로 지하100(창우동),경기도 하남시 창우동 526 하남검단산역(5호선),02-6311-5651
2555,P549,5,5호선,마천지선,50,둔촌동,둔촌동,遁村洞,遁村洞,Dunchon-dong,トゥンチョンドン,37.527788,127.136248,11250,강동구,서울특별시 강동구 양재대로 지하1369(둔촌동),서울특별시 강동구 둔촌동 416 둔촌동역(5호선),02-6311-5541
2556,P550,5,5호선,마천지선,51,올림픽공원(한국체대),올림픽공원|한국체대,올림픽公園(韓國體大),奥林匹克公园(韩国体育大学),Olympic Park(Korea National Sport University),オリンピックゴンウォン,37.516078,127.130848,11240,송파구,서울특별시 송파구 양재대로 지하1233(방이동),서울특별시 송파구 방이동 89-28 올림픽공원역(5호선),02-6311-5551
2557,P551,5,5호선,마천지선,52,방이,방이,芳荑,芳荑,Bangi,パンイ,37.508857,127.126133,11240,송파구,서울특별시 송파구 양재대로 지하1127(방이동),서울특별시 송파구 방이동 217-2 방이역(5호선),02-6311-5561
2558,P552,5,5호선,마천지선,53,오금,오금,梧琴,梧琴,Ogeum,オグム,37.502162,127.128111,11240,송파구,서울특별시 송파구 오금로 지하321(오금동),서울특별시 송파구 오금동 44-2 오금역(5호선),02-6110-3521
2559,P553,5,5호선,마천지선,54,개롱,개롱,開籠,开笼,Gaerong,ケロン,37.498079,127.13482,11240,송파구,서울특별시 송파구 오금로 지하402(가락동),서울특별시 송파구 가락동 165-2 개롱역(5호선),02-6311-5581
2560,P554,5,5호선,마천지선,55,거여,거여,巨余,巨余,Geoyeo,コヨ,37.493105,127.14415,11240,송파구,서울특별시 송파구 오금로 지하499(거여동),서울특별시 송파구 거여동 20-14 거여역(5호선),02-6311-5591
2561,P555,5,5호선,마천지선,56,마천,마천,馬川,马川,Macheon,マチョン,37.49499,127.152781,11240,송파구,서울특별시 송파구 마천로57길 지하7(마천동),서울특별시 송파구 마천동 307-4 마천역(5호선),02-6311-5601
2611,610,6,6호선,지하철6호선,1,응암,응암,鷹岩,鹰岩,Eungam,ウンアム,37.598605,126.915577,11120,은평구,서울특별시 은평구 증산로 지하477(신사동),서울특별시 은평구 신사동 22-15 응암역(6호선),02-6311-6101
2612,611,6,6호선,지하철6호선,2,역촌,역촌,驛村,驿村,Yeokchon,ヨクチョン,37.606021,126.922744,11120,은평구,서울특별시 은평구 서오릉로 지하63(녹번동),서울특별시 은평구 녹번동 153-31 역촌역(6호선),02-6311-6111
2613,612,6,6호선,지하철6호선,3,불광,불광,佛光,佛光,Bulgwang,プルグァン,37.610469,126.929887,11120,은평구,서울특별시 은평구 통일로 지하723-1(대조동),서울특별시 은평구 대조동 13-10 불광역(6호선),02-6311-6121
2614,613,6,6호선,지하철6호선,4,독바위,독바위,독바위,瓮岩,Dokbawi,トッパウィ,37.618456,126.933031,11120,은평구,서울특별시 은평구 불광로 지하129-1(불광동),서울특별시 은평구 불광동 13-33 독바위역(6호선),02-6311-6131
2615,614,6,6호선,지하철6호선,5,연신내,연신내,연신내,延新川,Yeonsinnae,ヨンシンネ,37.619001,126.921008,11120,은평구,서울특별시 은평구 통일로 지하849(갈현동),서울특별시 은평구 갈현동 397 연신내역(6호선),02-6110-3211
2616,615,6,6호선,지하철6호선,6,구산,구산,龜山,龟山,Gusan,クサン,37.611377,126.91727,11120,은평구,서울특별시 은평구 연서로 지하137-1(구산동),서울특별시 은평구 구산동 1 구산역(6호선),02-6311-6151
2617,616,6,6호선,지하철6호선,7,새절(신사),새절|신사,새절(新寺),赛折(新寺),Saejeol(Sinsa),セジョル,37.591148,126.913629,11120,은평구,서울특별시 은평구 증산로 지하400(신사동),서울특별시 은평구 신사동 337-5 새절역(6호선),02-6311-6161
2618,617,6,6호선,지하철6호선,8,증산(명지대앞),증산|명지대앞,繒山(明知大앞),缯山(明知大学),Jeungsan(Myongji Univ.),チュンサン,37.583876,126.909645,11120,은평구,서울특별시 은평구 증산로 지하306(증산동),서울특별시 은평구 증산동 199-8 증산역(6호선),02-6311-6171
2619,618,6,6호선,지하철6호선,9,디지털미디어시티(DMC),디지털미디어시티|DMC,디지털미디어시티(DMC),数码媒体城,Digital Media City,デジタルメディアシティ,37.576646,126.900984,11120,은평구,서울특별시 은평구 수색로 지하175(증산동),서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),02-6311-6181
2620,619,6,6호선,지하철6호선,10,월드컵경기장(성산),월드컵경기장|성산,월드컵競技場(城山),世界杯体育场(城山),World Cup Stadium(Seongsan),ワールドカップ・キョンギジャン,37.569532,126.899298,11140,마포구,서울특별시 마포구 월드컵로 지하240(성산동),서울특별시 마포구 성산동 420 월드컵경기장역(6호선),02-6311-6191
2621,620,6,6호선,지하철6호선,11,마포구청,마포구청,麻浦區廳,麻浦区厅,Mapo-gu Office,マポグチョン,37.563515,126.903343,11140,마포구,서울특별시 마포구 월드컵로 지하190(성산동),서울특별시 마포구 성산동 592 마포구청역(6호선),02-6311-6201
2622,621,6,6호선,지하철6호선,12,망원,망원,望遠,望远,Mangwon,マンウォン,37.556094,126.910052,11140,마포구,서울특별시 마포구 월드컵로 지하77(망원동),서울특별시 마포구 망원동 378 망원역(6호선),02-6311-6211
2623,622,6,6호선,지하철6호선,13,합정,합정,合井,合井,Hapjeong,ハプチョン,37.549463,126.913739,11140,마포구,서울특별시 마포구 양화로 지하45(합정동),서울특별시 마포구 합정동 414 합정역(6호선),02-6311-6221
2624,623,6,6호선,지하철6호선,14,상수,상수,上水,上水,Sangsu,サンス,37.547716,126.922852,11140,마포구,서울특별시 마포구 독막로 지하85(상수동),서울특별시 마포구 상수동 309-10 상수역(6호선),02-6311-6231
2625,624,6,6호선,지하철6호선,15,광흥창(서강),광흥창|서강,廣興倉(西江),广兴仓(西江),Gwangheungchang(Seogang),クァンフンチャン,37.547456,126.931993,11140,마포구,서울특별시 마포구 독막로 지하165(창전동),서울특별시 마포구 창전동 145-17 광흥창역(6호선),02-6311-6241
2626,625,6,6호선,지하철6호선,16,대흥(서강대앞),대흥|서강대앞,大興(西江大앞),大兴(西江大学),Daeheung(Sogang Univ.),テフン,37.547771,126.942069,11140,마포구,서울특별시 마포구 대흥로 지하85(대흥동),서울특별시 마포구 대흥동 128-1 대흥역(6호선),02-6311-6251
2627,626,6,6호선,지하철6호선,17,공덕,공덕,孔德,孔德,Gongdeok,コンドク,37.544018,126.951592,11140,마포구,서울특별시 마포구 백범로 지하200(공덕동),서울특별시 마포구 공덕동 439 공덕역(6호선),02-6311-5291
2628,627,6,6호선,지하철6호선,18,효창공원앞,효창공원앞,孝昌公園앞,孝昌公园,Hyochang Park,ヒョチャンゴンウォンアプ,37.539261,126.961351,11030,용산구,서울특별시 용산구 백범로 지하287(효창동),서울특별시 용산구 효창동 80 효창공원앞역(6호선),02-6311-6271
2629,628,6,6호선,지하철6호선,19,삼각지,삼각지,三角地,三角地,Samgakji,サムガクチ,37.534777,126.97311,11030,용산구,서울특별시 용산구 한강대로 지하185(한강로1가),서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),02-6311-6281
2630,629,6,6호선,지하철6호선,20,녹사평(용산구청),녹사평|용산구청,綠莎坪(龍山區廳),绿莎坪(龙山区厅),Noksapyeong(Yongsan-gu Office),ノッサピョン,37.534675,126.986695,11030,용산구,서울특별시 용산구 녹사평대로 지하195(용산동4가),서울특별시 용산구 용산동4가 4 녹사평역(6호선),02-6311-6291
2631,630,6,6호선,지하철6호선,21,이태원,이태원,梨泰院,梨泰院,Itaewon,イテウォン,37.534488,126.994302,11030,용산구,서울특별시 용산구 이태원로 지하177(이태원동),서울특별시 용산구 이태원동 119-23 이태원역(6호선),02-6311-6301
2632,631,6,6호선,지하철6호선,22,한강진,한강진,漢江鎭,汉江镇,Hangangjin,ハンガンジン,37.539631,127.001725,11030,용산구,서울특별시 용산구 이태원로 지하287(한남동),서울특별시 용산구 한남동 726-494 한강진역(6호선),02-6311-6311
2633,632,6,6호선,지하철6호선,23,버티고개,버티고개,버티고개,波堤岭,Beotigogae,ポティゴゲ,37.548013,127.007055,11020,중구,서울특별시 중구 다산로 지하38(신당동),서울특별시 중구 신당동 366-454 버티고개역(6호선),02-6311-6321
